"","X","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR"
"134",134,2007,"21-Apr-07","Pulau Lima Southern Tip","Malaysia",5.77169,103.059,10,"Bleaching (% of population)",22,"ERG049",4.28,303.3,1527222.77164218,182989.650856972,2975.63133335114,"Non MPA",NA
"135",135,2007,"01-Oct-07","Pulau Lima Southern Tip","Malaysia",5.77169,103.059,10,"Bleaching (% of population)",0,"ERG049",4.22,302.49,1527222.77164218,182989.650856972,2975.63133335114,"Non MPA",NA
"136",136,2008,"28-Jun-08","Pulau Lima Southern Tip","Malaysia",5.77169,103.059,5.5,"Bleaching (% of population)",0,"ERG049",3.83,301.76,1527222.77164218,182989.650856972,2975.63133335114,"Non MPA",NA
"137",137,2009,"15-Aug-09","Pulau Lima Southern Tip","Malaysia",5.77169,103.059,6.4,"Bleaching (% of population)",0,"ERG049",10.38,303,1527222.77164218,182989.650856972,2975.63133335114,"Non MPA",NA
"138",138,2004,"13-Jul-04","East Palau Pinang","Malaysia",5.73861,103.5,10,"Bleaching (% of population)",0,"ERG049",0,301.77,584039.937302589,269.838077545166,NA,"Non MPA",NA
"139",139,2003,"25-Feb-03","Koh Krosa Krao","Cambodia",11.0601,103.071,6,"Bleaching (% of population)",0,"ERG050",7.84,301.86,360017.636709444,31162.5224391893,7643.43780596554,"Non MPA",NA
"140",140,2003,"27-Feb-03","Koh Krosa Kandal","Cambodia",11.0662,103.077,3.2,"Bleaching (% of population)",0,"ERG050",6.152,303.1,360680.08531212,31639.7221918777,7725.54795916378,"Non MPA",NA
"141",141,2009,"07-Aug-09","Gua Rajawali","Malaysia",4.82033,103.683,5.6,"Bleaching (% of population)",0,"ERG049",1.14,300.9,824228.277025379,146792.78763628,1651.38587379456,"MPA","1998"
"142",142,2009,"07-Aug-09","Gua Rajawali","Malaysia",4.82033,103.683,8.5,"Bleaching (% of population)",0,"ERG049",1.14,300.9,824228.277025379,146792.78763628,1651.38587379456,"MPA","1998"
"143",143,2007,"10-Apr-07","Fresh Water Bay, Tenggol","Malaysia",4.80761,103.678,6,"Bleaching (% of population)",20,"ERG049",3.44,300.82,824548.504190601,151705.358986378,1651.38587379456,"MPA","1998"
"144",144,2009,"08-Aug-09","Fresh Water Bay, Tenggol","Malaysia",4.80761,103.678,5.1,"Bleaching (% of population)",4,"ERG049",1.14,300.9,824548.504190601,151705.358986378,1651.38587379456,"MPA","1998"
"145",145,2009,"08-Aug-09","Rajawali Reef","Malaysia",4.82156,103.69,5.4,"Bleaching (% of population)",0,"ERG049",1.14,300.9,818963.442896999,145995.843300343,1651.38587379456,"Non MPA",NA
"146",146,2009,"08-Aug-09","Rajawali Reef","Malaysia",4.82156,103.69,12,"Bleaching (% of population)",0,"ERG049",1.14,300.9,818963.442896999,145995.843300343,1651.38587379456,"Non MPA",NA
"147",147,2009,"08-Aug-09","Teluk Nakhoda","Malaysia",4.82228,103.685,7.3,"Bleaching (% of population)",0,"ERG049",1.14,300.9,819956.576442875,146792.78763628,1651.38587379456,"Non MPA",NA
"148",148,2004,"14-Aug-04","South Pinang","Malaysia",5.74889,103.783,11.2,"Bleaching (% of population)",0,"ERG049",0,301.25,390800.903725624,NA,NA,"Non MPA",NA
"149",149,2006,"16-May-06","PQO02","Vietnam",10.3592,103.809,5.5,"Bleaching (% of population)",0,"ERG050",0,302.09,1090867.76372062,346136.227985784,68128.0970350951,"MPA","2006"
"150",150,2006,"16-May-06","PQO01","Vietnam",10.3728,103.813,5.7,"Bleaching (% of population)",0,"ERG050",2.23,303.28,1111823.55931388,351522.846500799,69138.454823181,"MPA","2006"
"151",151,2003,"26-Feb-03","Koh Krosa Khnong","Cambodia",11.052,103.087,4.5,"Bleaching (% of population)",50,"ERG050",6.152,303.1,364383.489931337,32234.158200331,8087.39904101193,"Non MPA",NA
"152",152,2003,"18-Feb-03","Koh Smach","Cambodia",10.8968,103.099,3,"Bleaching (% of population)",0,"ERG050",3.75,302.41,347079.63954845,29126.7156098559,7601.91550099105,"Non MPA",NA
"153",153,2006,"16-May-06","PQO03","Vietnam",10.3225,103.842,2.5,"Bleaching (% of population)",0,"ERG050",1.06,302.53,1103175.239215,304046.130516216,77360.2461439818,"MPA","2002"
"154",154,2006,"16-May-06","PQO03","Vietnam",10.3225,103.842,5.5,"Bleaching (% of population)",0,"ERG050",1.06,302.53,1103175.239215,304046.130516216,77360.2461439818,"MPA","2002"
"155",155,2006,"15-May-06","PQO04","Vietnam",10.2989,103.863,2.5,"Bleaching (% of population)",0,"ERG050",0.353333333333333,302.34,1115418.66975664,269172.989478275,80610.3213925362,"MPA","2006"
"156",156,2006,"15-May-06","PQO04","Vietnam",10.2989,103.863,6,"Bleaching (% of population)",0,"ERG050",0.353333333333333,302.34,1115418.66975664,269172.989478275,80610.3213925362,"MPA","2006"
"157",157,2006,"15-May-06","PQO05","Vietnam",10.2911,103.886,2.5,"Bleaching (% of population)",0,"ERG050",0.353333333333333,302.34,1140406.51406358,266444.081177875,82693.2734494209,"MPA","2006"
"158",158,2006,"15-May-06","PQO05","Vietnam",10.2911,103.886,6,"Bleaching (% of population)",0,"ERG050",0.353333333333333,302.34,1140406.51406358,266444.081177875,82693.2734494209,"MPA","2006"
"159",159,2007,"09-Apr-07","Turtle Bay, Tenggol","Malaysia",2.54447,103.925,6,"Bleaching (% of population)",0,"ERG049",1.92,302.42,589759.982233942,74891.6942307353,14355.2379505038,"MPA","1994"
"160",160,2009,"07-Aug-09","Turtle Bay, Tenggol","Malaysia",2.54447,103.925,9,"Bleaching (% of population)",0,"ERG049",0,301,589759.982233942,74891.6942307353,14355.2379505038,"MPA","1994"
"161",161,2006,"04-May-06","PQO12/Phu Quoc Site 9","Vietnam",9.91778,103.979,4.7,"Bleaching (% of population)",0,"ERG050",1.31,305.3,785366.385111712,80619.8728358746,10281.3331487179,"MPA","2002"
"162",162,2006,"04-May-06","PQO13","Vietnam",9.92028,103.982,4.7,"Bleaching (% of population)",0,"ERG050",1.31,305.3,790870.018473528,83199.7217128277,12342.1844670773,"MPA","2002"
"163",163,2006,"08-May-06","PQO17","Vietnam",9.90917,103.992,2.5,"Bleaching (% of population)",0,"ERG050",1.33,305.58,791381.052609346,79005.1692988873,10281.3331487179,"MPA","2002"
"164",164,2006,"08-May-06","PQO17","Vietnam",9.90917,103.992,6.7,"Bleaching (% of population)",0,"ERG050",1.33,305.58,791381.052609346,79005.1692988873,10281.3331487179,"MPA","2002"
"165",165,2006,"11-May-06","PQO16/Phu Quoc Site 7","Vietnam",9.91333,103.993,2.2,"Bleaching (% of population)",0,"ERG050",3.41,305.1,796766.157681368,81721.2713496685,10281.3331487179,"MPA","2002"
"166",166,2006,"11-May-06","PQO16/Phu Quoc Site 7","Vietnam",9.91333,103.993,4.2,"Bleaching (% of population)",0,"ERG050",3.41,305.1,796766.157681368,81721.2713496685,10281.3331487179,"MPA","2002"
"167",167,2006,"10-May-06","PQO14","Vietnam",9.92194,103.997,3.5,"Bleaching (% of population)",0,"ERG050",5.1,304.87,821863.743943117,81721.2713496685,15251.3546330929,"MPA","2002"
"168",168,2006,"10-May-06","PQO14","Vietnam",9.92194,103.997,7,"Bleaching (% of population)",0,"ERG050",5.1,304.87,821863.743943117,81721.2713496685,15251.3546330929,"MPA","2002"
"169",169,2006,"17-May-06","PQO07","Vietnam",10.0003,104.009,4.7,"Bleaching (% of population)",0,"ERG050",3.69857142857143,303.742857142857,954929.93342819,91753.5275318623,22282.4161031246,"MPA","2002"
"170",170,2006,"07-May-06","PQO09","Vietnam",9.96917,104.011,2.2,"Bleaching (% of population)",0,"ERG050",3.95,305.41,923176.07197275,92862.0890533924,22282.4161031246,"MPA","2002"
"171",171,2006,"07-May-06","PQO09","Vietnam",9.96917,104.011,6.2,"Bleaching (% of population)",0,"ERG050",3.95,305.41,923176.07197275,92862.0890533924,22282.4161031246,"MPA","2002"
"172",172,2006,"05-May-06","PQO10","Vietnam",9.95667,104.012,2.8,"Bleaching (% of population)",0,"ERG050",3.95,305.41,896722.346142672,92862.0890533924,15332.7794454098,"MPA","2002"
"173",173,2006,"05-May-06","PQO10","Vietnam",9.95667,104.012,6,"Bleaching (% of population)",0,"ERG050",3.95,305.41,896722.346142672,92862.0890533924,15332.7794454098,"MPA","2002"
"174",174,2006,"03-May-06","May Rut Trong/PQO15/Phu Quoc Site 5","Vietnam",9.92286,104.002,3,"Bleaching (% of population)",0,"ERG050",3.45,305.2,829539.690503023,82626.9149653912,15251.3546330929,"MPA","2002"
"175",175,2006,"03-May-06","May Rut Trong/PQO15/Phu Quoc Site 5","Vietnam",9.92286,104.002,6.7,"Bleaching (% of population)",0,"ERG050",3.45,305.2,829539.690503023,82626.9149653912,15251.3546330929,"MPA","2002"
"176",176,2006,"02-May-06","PQO18","Vietnam",9.91444,104.017,2.5,"Bleaching (% of population)",0,"ERG050",2.19,304.8,850722.433895968,81327.0038325787,10281.3331487179,"MPA","2002"
"177",177,2006,"02-May-06","PQO18","Vietnam",9.91444,104.017,5.7,"Bleaching (% of population)",0,"ERG050",2.19,304.8,850722.433895968,81327.0038325787,10281.3331487179,"MPA","2002"
"178",178,2006,"14-May-06","PQO11","Vietnam",9.92111,104.02,3,"Bleaching (% of population)",0,"ERG050",5.1,304.87,862655.783078096,84043.1058833599,13190.5033147335,"MPA","2002"
"179",179,2006,"14-May-06","PQO11","Vietnam",9.92111,104.02,5.2,"Bleaching (% of population)",0,"ERG050",5.1,304.87,862655.783078096,84043.1058833599,13190.5033147335,"MPA","2002"
"180",180,2006,"14-May-06","PQO19","Vietnam",9.91861,104.02,2.7,"Bleaching (% of population)",0,"ERG050",5.1,304.87,856473.178097628,81327.0038325787,10281.3331487179,"MPA","2002"
"181",181,2006,"14-May-06","PQO19","Vietnam",9.91861,104.02,6,"Bleaching (% of population)",0,"ERG050",5.1,304.87,856473.178097628,81327.0038325787,10281.3331487179,"MPA","2002"
"182",182,2006,"09-May-06","PQO20/Phu Quoc Site 10","Vietnam",9.90639,104.021,3.7,"Bleaching (% of population)",0,"ERG050",1.33,305.58,841382.050000094,78466.3751704693,10281.3331487179,"MPA","2002"
"183",183,2006,"09-May-06","PQO20/Phu Quoc Site 10","Vietnam",9.90639,104.021,7.7,"Bleaching (% of population)",0,"ERG050",1.33,305.58,841382.050000094,78466.3751704693,10281.3331487179,"MPA","2002"
"184",184,2006,"06-May-06","PQO06/Phu Quoc Site 1","Vietnam",10.0047,104.029,2.2,"Bleaching (% of population)",0,"ERG050",1.64857142857143,304.55,1003394.14413594,93791.041877985,25598.4195210934,"MPA","2006"
"185",185,2006,"06-May-06","PQO06/Phu Quoc Site 1","Vietnam",10.0047,104.029,5.5,"Bleaching (% of population)",0,"ERG050",1.64857142857143,304.55,1003394.14413594,93791.041877985,25598.4195210934,"MPA","2006"
"186",186,2006,"17-May-06","PQO08","Vietnam",9.99472,104.039,3.5,"Bleaching (% of population)",0,"ERG050",5,304.48,1014190.52840995,101748.621383905,22282.4161031246,"MPA","2006"
"187",187,2004,"16-Apr-04","Pirates Reef","Malaysia",2.82417,104.157,7,"Bleaching (% of population)",2,"ERG049",1.0625,302.56,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"188",188,2006,"22-Apr-06","Pirates Reef","Malaysia",2.82417,104.157,9,"Bleaching (% of population)",0,"ERG049",4.6975,305.3,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"189",189,2007,"20-Apr-07","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",0,"ERG049",2.805,303.445,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"190",190,2007,"24-Aug-07","Pirates Reef","Malaysia",2.82417,104.157,7,"Bleaching (% of population)",0,"ERG049",0.5175,301.1425,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"191",191,2007,"17-Oct-07","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",0,"ERG049",0,301.7175,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"192",192,2008,"15-Mar-08","Pirates Reef","Malaysia",2.82417,104.157,6,"Bleaching (% of population)",0,"ERG049",0,299.965,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"193",193,2008,"16-Aug-08","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",32,"ERG049",0,301.2825,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"194",194,2008,"18-Sep-08","Pirates Reef","Malaysia",2.82417,104.157,8,"Bleaching (% of population)",0,"ERG049",0,302.1525,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"195",195,2008,"18-Oct-08","Pirates Reef","Malaysia",2.82417,104.157,6.5,"Bleaching (% of population)",0,"ERG049",0,301.4675,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"196",196,2009,"24-Jul-09","Pirates Reef","Malaysia",2.82417,104.157,7.7,"Bleaching (% of population)",0,"ERG049",0,301.8425,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"197",197,2010,"03-Jul-10","Pirates Reef","Malaysia",2.82417,104.157,6,"Bleaching (% of population)",120,"ERG049",12.6425,303.7575,122949.987927377,4084.80148333311,3439.99994182587,"MPA","1994"
"198",198,2006,"28-Oct-06","Pulau Lang (off Pulau Aur)","Malaysia",2.47039,104.499,5,"Bleaching (% of population)",3,"ERG049",0,301.16,121520.603188152,1817.15170550346,205.544877767563,"Non MPA",NA
"199",199,2006,"28-Oct-06","Pulau Lang (off Pulau Aur)","Malaysia",2.47039,104.499,10,"Bleaching (% of population)",0,"ERG049",0,301.16,121520.603188152,1817.15170550346,205.544877767563,"Non MPA",NA
"200",200,2006,"29-Oct-06","Pulau Lang (off Pulau Aur)","Malaysia",2.47039,104.499,10,"Bleaching (% of population)",3,"ERG049",0,301.16,121520.603188152,1817.15170550346,205.544877767563,"Non MPA",NA
"201",201,2009,"13-Aug-09","Labas","Malaysia",2.88864,104.065,8,"Bleaching (% of population)",0,"ERG049",1.46,301.5,161876.31601423,6038.15268725157,3355.19892024994,"MPA","1994"
"202",202,2009,"13-Aug-09","Labas","Malaysia",2.88864,104.065,10,"Bleaching (% of population)",0,"ERG049",1.46,301.5,161876.31601423,6038.15268725157,3355.19892024994,"MPA","1994"
"203",203,2008,"19-Jul-08","Sepoi","Malaysia",2.89806,104.052,8.5,"Bleaching (% of population)",0,"ERG049",0,301.33,163195.44630903,6021.87893694639,3355.19892024994,"MPA","1994"
"204",204,2010,"28-Sep-10","Sepoi","Malaysia",2.89806,104.052,6.5,"Bleaching (% of population)",0,"ERG049",17.03,304.09,163195.44630903,6021.87893694639,3355.19892024994,"MPA","1994"
"205",205,2009,"11-Jul-09","Rayner's Rock","Malaysia",2.4695,104.508,7.9,"Bleaching (% of population)",0,"ERG049",1.32,302.07,120121.356075878,1801.92036986351,205.544877767563,"Non MPA",NA
"206",206,2009,"10-Jul-09","Diver's Lodge House Reef","Malaysia",2.46956,104.509,3,"Bleaching (% of population)",0,"ERG049",1.32,302.07,116727.500607128,1801.92036986351,205.544877767563,"Non MPA",NA
"207",207,2008,"10-Aug-08","Atlantis Bay House Reef","Malaysia",2.47119,104.511,5,"Bleaching (% of population)",0,"ERG049",0,302.16,115895.666813488,1801.92036986351,205.544877767563,"Non MPA",NA
"208",208,2009,"29-May-09","Atlantis Bay House Reef","Malaysia",2.47119,104.511,5,"Bleaching (% of population)",0,"ERG049",4.99,303.07,115895.666813488,1801.92036986351,205.544877767563,"Non MPA",NA
"209",209,2009,"29-May-09","Atlantis Bay House Reef","Malaysia",2.47119,104.511,9.8,"Bleaching (% of population)",0,"ERG049",4.99,303.07,115895.666813488,1801.92036986351,205.544877767563,"Non MPA",NA
"210",210,2009,"30-May-09","Teluk Gadung","Malaysia",2.47231,104.514,3.6,"Bleaching (% of population)",0,"ERG049",4.99,303.07,109660.765398617,1801.92036986351,205.544877767563,"Non MPA",NA
"211",211,2009,"30-May-09","Teluran","Malaysia",2.46672,104.533,3.5,"Bleaching (% of population)",0,"ERG049",4.73,303.03,107731.809182281,879.502139806747,186.273752450943,"Non MPA",NA
"212",212,2009,"31-May-09","Teluran","Malaysia",2.46672,104.533,7,"Bleaching (% of population)",0,"ERG049",4.73,303.03,107731.809182281,879.502139806747,186.273752450943,"Non MPA",NA
"213",213,2007,"21-Apr-07","Malang Rock","Malaysia",2.90231,104.102,8,"Bleaching (% of population)",0,"ERG049",0,302.07,142783.79131788,4004.60759276152,3437.90637874603,"MPA","1994"
"214",214,2007,"15-Sep-07","Malang Rock","Malaysia",2.90231,104.102,7.5,"Bleaching (% of population)",0,"ERG049",0,302.66,142783.79131788,4004.60759276152,3437.90637874603,"MPA","1994"
"215",215,2008,"19-Apr-08","Malang Rock","Malaysia",2.90231,104.102,7,"Bleaching (% of population)",0,"ERG049",0,302.85,142783.79131788,4004.60759276152,3437.90637874603,"MPA","1994"
"216",216,2008,"18-Jul-08","Malang Rock","Malaysia",2.90231,104.102,7,"Bleaching (% of population)",0,"ERG049",0,301.45,142783.79131788,4004.60759276152,3437.90637874603,"MPA","1994"
"217",217,2009,"13-Aug-09","Malang Rock","Malaysia",2.90231,104.102,7,"Bleaching (% of population)",0,"ERG049",1.1,301.68,142783.79131788,4004.60759276152,3437.90637874603,"MPA","1994"
"218",218,2009,"13-Aug-09","Malang Rock","Malaysia",2.90231,104.102,9,"Bleaching (% of population)",1,"ERG049",1.1,301.68,142783.79131788,4004.60759276152,3437.90637874603,"MPA","1994"
"219",219,2010,"28-Sep-10","Batu Malang","Malaysia",2.90361,104.113,6.5,"Bleaching (% of population)",0,"ERG049",9.84,303.72,137077.796887338,3659.02308958769,3437.90637874603,"MPA","1994"
"220",220,2007,"21-Apr-07","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,8,"Bleaching (% of population)",0,"ERG049",0,302.07,140445.558102548,3655.41788548231,3437.90637874603,"Non MPA",NA
"221",221,2007,"15-Sep-07","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,7.5,"Bleaching (% of population)",0,"ERG049",0,302.66,140445.558102548,3655.41788548231,3437.90637874603,"Non MPA",NA
"222",222,2008,"19-Apr-08","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,6.5,"Bleaching (% of population)",0,"ERG049",0,302.85,140445.558102548,3655.41788548231,3437.90637874603,"Non MPA",NA
"223",223,2008,"07-Jun-08","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,6.4,"Bleaching (% of population)",75,"ERG049",0,302.51,140445.558102548,3655.41788548231,3437.90637874603,"Non MPA",NA
"224",224,2009,"25-Jul-09","Kador Bay/Teluk Kador","Malaysia",2.91486,104.108,8,"Bleaching (% of population)",0,"ERG049",1.1,302.01,140445.558102548,3655.41788548231,3437.90637874603,"Non MPA",NA
"225",225,2006,"23-Apr-06","Renggis North Side","Malaysia",2.81,104.136,6,"Bleaching (% of population)",0,"ERG049",3.41,305.0625,127852.292509973,5116.45823687315,3439.99994182587,"Non MPA",NA
"226",226,2007,"20-Apr-07","Renggis Island North Side","Malaysia",2.80936,104.135,8,"Bleaching (% of population)",0,"ERG049",0,302.8975,128036.31875509,5116.45823687315,3439.99994182587,"Non MPA",NA
"227",227,2007,"16-Sep-07","Renggis Island North Side","Malaysia",2.80936,104.135,7,"Bleaching (% of population)",0,"ERG049",1.08,302.4175,128036.31875509,5116.45823687315,3439.99994182587,"Non MPA",NA
"228",228,2008,"20-Jul-08","Renggis Island North Side","Malaysia",2.80936,104.135,7,"Bleaching (% of population)",0,"ERG049",0,301.635,128036.31875509,5116.45823687315,3439.99994182587,"Non MPA",NA
"229",229,2008,"18-Sep-08","Renggis Island North Side","Malaysia",2.80936,104.135,7,"Bleaching (% of population)",0,"ERG049",0,302.025,128036.31875509,5116.45823687315,3439.99994182587,"Non MPA",NA
"230",230,2008,"19-Oct-08","Renggis Island North Side","Malaysia",2.80936,104.135,7,"Bleaching (% of population)",0,"ERG049",0,302.1425,128036.31875509,5116.45823687315,3439.99994182587,"Non MPA",NA
"231",231,2009,"25-Jul-09","Renggis Island North Side","Malaysia",2.80936,104.135,10.6,"Bleaching (% of population)",0,"ERG049",0.97,301.975,128036.31875509,5116.45823687315,3439.99994182587,"Non MPA",NA
"232",232,2010,"22-Apr-10","Renggis Island North Side","Malaysia",2.80936,104.135,6,"Bleaching (% of population)",60,"ERG049",12.2625,304.425,128036.31875509,5116.45823687315,3439.99994182587,"Non MPA",NA
"233",233,2007,"25-Jul-07","Renggis Island South Side","Malaysia",2.81047,104.136,6,"Bleaching (% of population)",0,"ERG049",1.08,301.5375,127852.292509973,5116.45823687315,3439.99994182587,"Non MPA",NA
"234",234,2007,"15-Sep-07","Renggis Island South Side","Malaysia",2.81047,104.136,7.3,"Bleaching (% of population)",0,"ERG049",1.08,302.4175,127852.292509973,5116.45823687315,3439.99994182587,"Non MPA",NA
"235",235,2009,"25-Jul-09","Ali Baba Rock","Malaysia",2.87494,104.151,2.1,"Bleaching (% of population)",0,"ERG049",0,301.92,117558.737858713,3659.95088547468,3437.90637874603,"Non MPA",NA
"236",236,2007,"25-Jul-07","Soyak Island","Malaysia",2.81669,104.151,5,"Bleaching (% of population)",0,"ERG049",1.08,301.5375,125749.170844018,4694.01054400206,3439.99994182587,"Non MPA",NA
