"","Year","Date","Site","Region","Latitude.Degrees","Longitude.Degrees","Depth","Species","Count","Ecoregion","SSTA_DHW","SSTFilled","human100km","human50km","human25km","MPA","STATUS_YR","pop100km","pop50km","pop25km"
"1033",2003,"27-Aug-03","Barrier Reef","Indonesia",-5.23972,123.557,10,"Bleaching (% of population)",0,"ERG038",0,300.83,382446.706657507,66588.1491146088,38521.3250541687,"MPA",0,242301.676521026,68970.4191091657,48815.7941433787
"1037",2003,"05-Aug-03","Kapaenaue (reef on right)","Indonesia",-5.42861,123.595,5,"Bleaching (% of population)",0,"ERG038",0,299.23,325168.072175741,62977.7195663452,48924.3507556915,"MPA",0,222646.131148696,71210.0004826784,58662.8991795182
"1038",2003,"05-Aug-03","Kapaenaue (reef on right)","Indonesia",-5.42861,123.595,10,"Bleaching (% of population)",0,"ERG038",0,299.23,325168.072175741,62977.7195663452,48924.3507556915,"MPA",0,222646.131148696,71210.0004826784,58662.8991795182
"1055",2003,"18-Aug-03","Sombano","Indonesia",-5.50194,123.7,5,"Bleaching (% of population)",0,"ERG038",0,300.678333333333,215353.294833422,70701.8268814087,37189.8050498962,"MPA",0,151099.957523886,83382.8049160838,41118.348944366
"1056",2003,"18-Aug-03","Sombano","Indonesia",-5.50194,123.7,10,"Bleaching (% of population)",0,"ERG038",0,300.678333333333,215353.294833422,70701.8268814087,37189.8050498962,"MPA",0,151099.957523886,83382.8049160838,41118.348944366
"1059",2003,"04-Aug-03","Kaledupa Double Spur","Indonesia",-5.45719,123.707,5,"Bleaching (% of population)",2,"ERG038",0,299.82,214492.947787523,70701.8268814087,46958.7540531158,"MPA",0,153490.1856733,83382.8049160838,56933.3491325974
"1060",2003,"04-Aug-03","Kaledupa Double Spur","Indonesia",-5.45719,123.707,10,"Bleaching (% of population)",2,"ERG038",0,299.82,214492.947787523,70701.8268814087,46958.7540531158,"MPA",0,153490.1856733,83382.8049160838,56933.3491325974
"1062",2003,"25-Oct-03","South of Fukapanari","Japan",24.3546,123.715,4,"Bleaching (% of population)",0,"ERG057",0,300.52,51125.5856595635,27811.8570051789,3384.11312204599,"MPA",2003,50722.7938851975,42533.5513592027,2818.11936214194
"1063",2003,"25-Oct-03","South of Fukapanari","Japan",24.3546,123.715,7,"Bleaching (% of population)",0,"ERG057",0,300.52,51125.5856595635,27811.8570051789,3384.11312204599,"MPA",2003,50722.7938851975,42533.5513592027,2818.11936214194
"1071",2003,"16-Jun-03","Kaledupa 2","Indonesia",-5.46936,123.72,10,"Bleaching (% of population)",7,"ERG038",1.34,300.54,198328.971423388,70701.8268814087,42075.5468711853,"MPA",0,146443.89983863,83382.8049160838,48359.7001807094
"1072",2003,"08-Aug-03","Kaledupa Bouy 1","Indonesia",-5.47111,123.724,5,"Bleaching (% of population)",0,"ERG038",0,300.2,193534.83278203,70701.8268814087,37800.0205039978,"MPA",0,143929.579878751,83382.8049160838,45835.1621367335
"1073",2003,"08-Aug-03","Kaledupa Bouy 1","Indonesia",-5.47111,123.724,10,"Bleaching (% of population)",0,"ERG038",0,300.2,193534.83278203,70701.8268814087,37800.0205039978,"MPA",0,143929.579878751,83382.8049160838,45835.1621367335
"1074",2003,"10-Jun-03","Waha Jetty Tomea","Indonesia",-5.89344,123.723,10,"Bleaching (% of population)",0,"ERG038",1.49,300.37,122093.517016649,52185.8836841583,1568.70893096924,"MPA",0,104577.994019829,48159.7882871032,1542.53709888458
"1086",2003,"23-Nov-03","Nakanose","Japan",24.2819,123.733,6,"Bleaching (% of population)",0,"ERG057",1.41,299.35,51125.5856595635,27810.4132984281,3530.16782480478,"MPA",2003,50722.7938851975,43023.5591659807,3016.62942595407
"1087",2003,"23-Nov-03","Nakanose","Japan",24.2819,123.733,10,"Bleaching (% of population)",0,"ERG057",1.41,299.35,51125.5856595635,27810.4132984281,3530.16782480478,"MPA",2003,50722.7938851975,43023.5591659807,3016.62942595407
"1102",2003,"25-Jul-03","Sampela Buoy 3","Indonesia",-5.48278,123.749,5,"Bleaching (% of population)",0,"ERG038",0,300.11,181613.157710314,70701.8268814087,33876.7934074402,"MPA",0,129685.942758951,83382.8049160838,35189.6240765452
"1103",2003,"25-Jul-03","Sampela Buoy 3","Indonesia",-5.48278,123.749,10,"Bleaching (% of population)",0,"ERG038",0,300.11,181613.157710314,70701.8268814087,33876.7934074402,"MPA",0,129685.942758951,83382.8049160838,35189.6240765452
"1105",2003,"04-Aug-03","Matingola Village","Indonesia",-5.54881,123.744,5,"Bleaching (% of population)",0,"ERG038",0,299.356,176452.02753377,74747.0468521118,23497.1214637756,"MPA",0,126916.823818658,86226.7248504162,22597.7834154963
"1106",2003,"04-Aug-03","Matingola Village","Indonesia",-5.54881,123.744,10,"Bleaching (% of population)",0,"ERG038",0,299.356,176452.02753377,74747.0468521118,23497.1214637756,"MPA",0,126916.823818658,86226.7248504162,22597.7834154963
"1107",2003,"15-Jun-03","Sampela Buoy 2 (reef on right)","Indonesia",-5.48292,123.749,10,"Bleaching (% of population)",15,"ERG038",1.3,300.58,181613.157710314,70701.8268814087,33876.7934074402,"MPA",0,129685.942758951,83382.8049160838,35189.6240765452
"1111",2003,"20-Jul-03","Pak Kasims","Indonesia",-5.96556,123.755,5,"Bleaching (% of population)",0,"ERG038",0,299.95,106426.371368408,49067.0203266144,782.662971496582,"MPA",0,100104.607826892,43080.4547935128,699.990549325943
"1112",2003,"20-Jul-03","Pak Kasims","Indonesia",-5.96556,123.755,10,"Bleaching (% of population)",0,"ERG038",0,299.95,106426.371368408,49067.0203266144,782.662971496582,"MPA",0,100104.607826892,43080.4547935128,699.990549325943
"1116",2003,"16-Jul-03","Ridge 1 Hoga Island","Indonesia",-5.44278,123.756,5,"Bleaching (% of population)",0,"ERG038",0,300.14,178146.005709887,70701.8268814087,37578.786693573,"MPA",0,130477.698215757,83382.8049160838,42778.3448855281
"1117",2003,"16-Jul-03","Ridge 1 Hoga Island","Indonesia",-5.44278,123.756,10,"Bleaching (% of population)",4,"ERG038",0,300.14,178146.005709887,70701.8268814087,37578.786693573,"MPA",0,130477.698215757,83382.8049160838,42778.3448855281
"1120",2003,"22-Jun-03","Outer Pinnacle","Indonesia",-5.45317,123.754,10,"Bleaching (% of population)",0,"ERG038",1.34,300.26,182154.466769457,70701.8268814087,37578.786693573,"MPA",0,130833.289543305,83382.8049160838,40775.0168043971
"1121",2003,"21-Aug-03","Buoy 5","Indonesia",-5.47333,123.76,5,"Bleaching (% of population)",0,"ERG038",1.12,300.59,173921.590571642,70701.8268814087,33876.7934074402,"MPA",0,126767.169323359,83382.8049160838,34731.6428448558
"1122",2003,"21-Aug-03","Buoy 5","Indonesia",-5.47333,123.76,10,"Bleaching (% of population)",0,"ERG038",1.12,300.59,173921.590571642,70701.8268814087,33876.7934074402,"MPA",0,126767.169323359,83382.8049160838,34731.6428448558
"1125",2003,"12-Aug-03","Tahu","Indonesia",-5.56861,123.763,5,"Bleaching (% of population)",0,"ERG038",0,300.132,162603.082038164,81719.0062599182,21870.7649650574,"MPA",0,118540.810601447,89034.5210666656,21813.0365053415
"1126",2003,"12-Aug-03","Tahu","Indonesia",-5.56861,123.763,10,"Bleaching (% of population)",0,"ERG038",0,300.132,162603.082038164,81719.0062599182,21870.7649650574,"MPA",0,118540.810601447,89034.5210666656,21813.0365053415
"1127",2003,"02-Sep-03","Indah Reef","Indonesia",-5.77278,123.766,5,"Bleaching (% of population)",0,"ERG038",0,300.33,134755.388171434,61866.00831604,20806.4482212067,"MPA",0,106943.708777867,55981.5112040043,22814.3997864723
"1128",2003,"02-Sep-03","Indah Reef","Indonesia",-5.77278,123.766,10,"Bleaching (% of population)",0,"ERG038",0,300.33,134755.388171434,61866.00831604,20806.4482212067,"MPA",0,106943.708777867,55981.5112040043,22814.3997864723
"1198",2003,"02-Sep-03","Tokobao","Indonesia",-5.87444,123.84,5,"Bleaching (% of population)",0,"ERG038",0,300.39,104582.017852783,52198.9100570679,26994.1308479309,"MPA",0,99706.8709929623,48159.7882871032,25390.2937557101
"1199",2003,"02-Sep-03","Tokobao","Indonesia",-5.87444,123.84,10,"Bleaching (% of population)",0,"ERG038",0,300.39,104582.017852783,52198.9100570679,26994.1308479309,"MPA",0,99706.8709929623,48159.7882871032,25390.2937557101
"1216",2003,"11-Jun-03","Tomea near Waha (reef on right)","Indonesia",-5.73319,123.892,10,"Bleaching (% of population)",0,"ERG038",0,300.2,110785.46799469,56107.8039550781,31069.538110733,"MPA",0,101013.486611251,50626.9437821507,30253.5038315654
"1229",2003,"13-Nov-03","Pacific Cebu Resort","Philippines",10.2565,123.97,6,"Bleaching (% of population)",2,"ERG046",1.46,301.448,6356873.11918381,3440333.65739965,2218002.69838333,"Non MPA",NA,5593962.45838892,2861482.87786126,1782748.53857517
"1230",2003,"13-Nov-03","Pacific Cebu Resort","Philippines",10.2565,123.97,8.6,"Bleaching (% of population)",5,"ERG046",1.46,301.448,6356873.11918381,3440333.65739965,2218002.69838333,"Non MPA",NA,5593962.45838892,2861482.87786126,1782748.53857517
"1245",2003,"07-Jun-03","North reef of Kohama Island","Japan",24.3675,123.976,3,"Bleaching (% of population)",0,"ERG057",1.59,299.64,51319.5575299859,49468.5856695771,27155.9073815942,"MPA",1972,50957.1782604121,49117.1881378554,43788.0956438631
"1246",2003,"07-Jun-03","North reef of Kohama Island","Japan",24.3675,123.976,6,"Bleaching (% of population)",0,"ERG057",1.59,299.64,51319.5575299859,49468.5856695771,27155.9073815942,"MPA",1972,50957.1782604121,49117.1881378554,43788.0956438631
"1259",2003,"01-Feb-03","Parker Resort","Philippines",10.257,123.981,3.5,"Bleaching (% of population)",0,"ERG046",1.544,298.748,6343064.40253952,3437914.93072271,2242443.13978958,"Non MPA",NA,5590963.59395134,2855220.05991769,1770444.19135284
"1260",2003,"01-Feb-03","Parker Resort","Philippines",10.257,123.981,10,"Bleaching (% of population)",30,"ERG046",1.544,298.748,6343064.40253952,3437914.93072271,2242443.13978958,"Non MPA",NA,5590963.59395134,2855220.05991769,1770444.19135284
"1261",2003,"08-Feb-03","Kalingaw Beach Resort (Barangay Marigondon)","Philippines",10.2625,123.985,3,"Bleaching (% of population)",0,"ERG046",1.242,299.368,6348650.91975144,3430096.82606268,2248207.59193802,"Non MPA",NA,5600519.22928631,2850373.48681283,1764818.42161846
"1262",2003,"08-Feb-03","Kalingaw Beach Resort (Barangay Marigondon)","Philippines",10.2625,123.985,9.5,"Bleaching (% of population)",0,"ERG046",1.242,299.368,6348650.91975144,3430096.82606268,2248207.59193802,"Non MPA",NA,5600519.22928631,2850373.48681283,1764818.42161846
"1263",2003,"01-Feb-03","Palm Beach Resort","Philippines",10.2602,123.986,4,"Bleaching (% of population)",0,"ERG046",1.57,298.89,6348650.91975144,3438164.16029119,2248207.59193802,"Non MPA",NA,5596184.46599925,2850897.17023873,1759661.54907608
"1268",2003,"08-Feb-03","Coral Reef Resort (Barangay Agus)","Philippines",10.2697,123.989,3,"Bleaching (% of population)",0,"ERG046",1.57,299.46,6382699.70570114,3402124.24159002,2236150.25477982,"Non MPA",NA,5615669.64862263,2845040.36734128,1760305.30910015
"1269",2003,"08-Feb-03","Coral Reef Resort (Barangay Agus)","Philippines",10.2697,123.989,11.5,"Bleaching (% of population)",0,"ERG046",1.57,299.46,6382699.70570114,3402124.24159002,2236150.25477982,"Non MPA",NA,5615669.64862263,2845040.36734128,1760305.30910015
"1271",2003,"19-Feb-03","Gilutongan Marine Sanctuary","Philippines",10.211,123.985,5,"Bleaching (% of population)",0,"ERG046",1.21,299.9,6246254.91644982,3509851.41673493,2173782.53799438,"Non MPA",NA,5484981.59888971,2921873.99765301,1737323.18998241
"1272",2003,"19-Feb-03","Gilutongan Marine Sanctuary","Philippines",10.211,123.985,9.5,"Bleaching (% of population)",0,"ERG046",1.21,299.9,6246254.91644982,3509851.41673493,2173782.53799438,"Non MPA",NA,5484981.59888971,2921873.99765301,1737323.18998241
"1275",2003,"17-Nov-03","Kontiki","Philippines",10.2823,123.998,6,"Bleaching (% of population)",0,"ERG046",2.53,301.26,6436184.34434023,3425707.24376917,2175838.77235794,"Non MPA",NA,5644502.05177021,2822215.20443547,1757730.68569088
"1276",2003,"17-Nov-03","Kontiki","Philippines",10.2823,123.998,10,"Bleaching (% of population)",0,"ERG046",2.53,301.26,6436184.34434023,3425707.24376917,2175838.77235794,"Non MPA",NA,5644502.05177021,2822215.20443547,1757730.68569088
"1290",2003,"20-Nov-03","Buyong","Philippines",10.2854,124.003,6,"Bleaching (% of population)",0,"ERG046",2.53,300.6,6455322.61869326,3407917.28634691,2156150.78602982,"Non MPA",NA,5657225.88908529,2820717.56134522,1749041.42066097
"1291",2003,"20-Nov-03","Buyong","Philippines",10.2854,124.003,10,"Bleaching (% of population)",0,"ERG046",2.53,300.6,6455322.61869326,3407917.28634691,2156150.78602982,"Non MPA",NA,5657225.88908529,2820717.56134522,1749041.42066097
"1301",2003,"20-Nov-03","Blue Water","Philippines",10.2859,124.007,6,"Bleaching (% of population)",0,"ERG046",2.53,300.6,6447405.01816836,3408994.3929143,2156150.78602982,"Non MPA",NA,5656785.03093398,2816425.72920334,1744623.12861729
"1302",2003,"20-Nov-03","Blue Water","Philippines",10.2859,124.007,10,"Bleaching (% of population)",0,"ERG046",2.53,300.6,6447405.01816836,3408994.3929143,2156150.78602982,"Non MPA",NA,5656785.03093398,2816425.72920334,1744623.12861729
"1318",2003,"17-Nov-03","Tambuli","Philippines",10.2899,124.011,6,"Bleaching (% of population)",0,"ERG046",2.32,301.6,6459119.92820254,3402330.88607836,2155511.68849564,"Non MPA",NA,5664079.09678519,2809897.48156846,1744729.25366116
"1319",2003,"17-Nov-03","Tambuli","Philippines",10.2899,124.011,12,"Bleaching (% of population)",0,"ERG046",2.32,301.6,6459119.92820254,3402330.88607836,2155511.68849564,"Non MPA",NA,5664079.09678519,2809897.48156846,1744729.25366116
"1324",2003,"12-Nov-03","Vistamar Area","Philippines",10.2972,124.015,6,"Bleaching (% of population)",2,"ERG046",2.32,301.6,6480482.16060916,3386709.16927195,2205182.39552689,"Non MPA",NA,5683994.30267739,2801973.18918717,1745738.10301304
"1325",2003,"12-Nov-03","Vistamar Area","Philippines",10.2972,124.015,12,"Bleaching (% of population)",0,"ERG046",2.32,301.6,6480482.16060916,3386709.16927195,2205182.39552689,"Non MPA",NA,5683994.30267739,2801973.18918717,1745738.10301304
"1326",2003,"12-Nov-03","Amores Beach Resort","Philippines",10.3085,124.022,6,"Bleaching (% of population)",0,"ERG046",2.32,301.6,6458595.07711306,3347846.76628733,2218601.08498001,"Non MPA",NA,5732386.95602274,2782173.72382081,1743003.9653635
"1327",2003,"12-Nov-03","Amores Beach Resort","Philippines",10.3085,124.022,12,"Bleaching (% of population)",0,"ERG046",2.32,301.6,6458595.07711306,3347846.76628733,2218601.08498001,"Non MPA",NA,5732386.95602274,2782173.72382081,1743003.9653635
"1328",2003,"19-Nov-03","Shangri-La","Philippines",10.3069,124.021,4.5,"Bleaching (% of population)",5,"ERG046",2.32,300.39,6454518.71993533,3347846.76628733,2218601.08498001,"Non MPA",NA,5722055.98183298,2786677.96062291,1743833.6635828
"1329",2003,"19-Nov-03","Shangri-La","Philippines",10.3069,124.021,6,"Bleaching (% of population)",3,"ERG046",2.32,300.39,6454518.71993533,3347846.76628733,2218601.08498001,"Non MPA",NA,5722055.98183298,2786677.96062291,1743833.6635828
"1330",2003,"19-Nov-03","Shangri-La","Philippines",10.3069,124.021,10,"Bleaching (% of population)",0,"ERG046",2.32,300.39,6454518.71993533,3347846.76628733,2218601.08498001,"Non MPA",NA,5722055.98183298,2786677.96062291,1743833.6635828
"1337",2003,"18-Nov-03","Talima D1","Philippines",10.2834,124.048,6,"Bleaching (% of population)",5,"ERG046",0,301.26,6371171.47719851,3379803.17899942,2008686.30159378,"MPA",1992,5642143.61037707,2765917.61520875,1638703.03444767
"1338",2003,"18-Nov-03","Talima D1","Philippines",10.2834,124.048,10,"Bleaching (% of population)",1,"ERG046",0,301.26,6371171.47719851,3379803.17899942,2008686.30159378,"MPA",1992,5642143.61037707,2765917.61520875,1638703.03444767
"1345",2003,"04-Mar-03","Minantaw Reef","Philippines",10.26,124.161,3,"Bleaching (% of population)",0,"ERG046",0,301.09,6281325.92029658,3062247.05053377,648763.979822636,"Non MPA",NA,5501879.18785203,2529345.22210968,569579.576130867
"1347",2003,"10-Dec-03","San Vicente Site 2","Philippines",10.2519,124.017,3.4,"Bleaching (% of population)",25,"ERG046",2.53,301.23,6324638.01810732,3427213.27822351,2118340.0833931,"Non MPA",NA,5566420.83613932,2842138.69558918,1711046.95830727
"1348",2003,"10-Dec-03","San Vicente Site 2","Philippines",10.2519,124.017,10.5,"Bleaching (% of population)",20,"ERG046",2.53,301.23,6324638.01810732,3427213.27822351,2118340.0833931,"Non MPA",NA,5566420.83613932,2842138.69558918,1711046.95830727
"1360",2003,"10-Dec-03","San Vicente Site 1","Philippines",10.2568,124.021,3,"Bleaching (% of population)",0,"ERG046",2.53,301.23,6325188.77256289,3396125.90688562,2143918.86659622,"MPA",1992,5574199.24979746,2829234.21104634,1716894.04753304
"1361",2003,"10-Dec-03","San Vicente Site 1","Philippines",10.2568,124.021,9,"Bleaching (% of population)",5,"ERG046",2.53,301.23,6325188.77256289,3396125.90688562,2143918.86659622,"MPA",1992,5574199.24979746,2829234.21104634,1716894.04753304
"1372",2003,"10-Mar-03","Sakuraguchi","Japan",24.3221,124.173,5,"Bleaching (% of population)",0,"ERG057",3.24,295.32,50699.5856619477,49460.6282153726,40746.1767559052,"MPA",1972,50310.0068606995,48956.7437758967,45356.5986502767
"1373",2003,"10-Mar-03","Sakuraguchi","Japan",24.3221,124.173,9,"Bleaching (% of population)",0,"ERG057",3.24,295.32,50699.5856619477,49460.6282153726,40746.1767559052,"MPA",1972,50310.0068606995,48956.7437758967,45356.5986502767
"1400",2003,"18-Nov-03","Barangay Talima 2","Philippines",10.2834,124.048,6,"Bleaching (% of population)",1,"ERG046",0,301.26,6371171.47719851,3379803.17899942,2008686.30159378,"MPA",1992,5642143.61037707,2765917.61520875,1638703.03444767
"1401",2003,"18-Nov-03","Barangay Talima 2","Philippines",10.2834,124.048,10,"Bleaching (% of population)",0,"ERG046",0,301.26,6371171.47719851,3379803.17899942,2008686.30159378,"MPA",1992,5642143.61037707,2765917.61520875,1638703.03444767
"1488",2003,"11-Aug-03","Juangon Fish Sanctuary","Philippines",10.2177,124.98,6,"Bleaching (% of population)",105,"ERG046",0,302.38,2384700.12199077,649645.152480751,369212.9973827,"Non MPA",NA,2224508.36849979,621292.843236566,355282.181577206
"1489",2003,"11-Aug-03","Juangon Fish Sanctuary","Philippines",10.2177,124.98,12,"Bleaching (% of population)",15,"ERG046",0,302.38,2384700.12199077,649645.152480751,369212.9973827,"Non MPA",NA,2224508.36849979,621292.843236566,355282.181577206
"1490",2003,"06-Feb-03","Timba Fish Sanctuary","Philippines",10.1986,124.983,12,"Bleaching (% of population)",22,"ERG046",0,299.136666666667,2302836.29238567,634749.479225427,350580.48554188,"Non MPA",NA,2169202.68586829,607258.978267789,335110.894098043
"1491",2003,"26-Feb-03","Timba Fish Sanctuary","Philippines",10.1986,124.983,6,"Bleaching (% of population)",0,"ERG046",0,299.79,2302836.29238567,634749.479225427,350580.48554188,"Non MPA",NA,2169202.68586829,607258.978267789,335110.894098043
"1496",2003,"24-Mar-03","Secret Garden","Philippines",10.1742,124.994,6,"Bleaching (% of population)",5,"ERG046",0,299.76,2240561.22133121,619523.725265771,310341.693091929,"Non MPA",NA,2086754.13921931,586749.316251874,297797.266345024
